"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22","X2021.02.23","X2021.02.24","X2021.02.25","X2021.02.26","X2021.02.27","X2021.02.28","X2021.03.01","X2021.03.02","X2021.03.03","X2021.03.04","X2021.03.05","X2021.03.06","X2021.03.07","X2021.03.08","X2021.03.09","X2021.03.10","X2021.03.11","X2021.03.12","X2021.03.13","X2021.03.14","X2021.03.15","X2021.03.16","X2021.03.17","X2021.03.18","X2021.03.19","X2021.03.20","X2021.03.21","X2021.03.22","X2021.03.23","X2021.03.24","X2021.03.25","X2021.03.26","X2021.03.27","X2021.03.28","X2021.03.29","X2021.03.30","X2021.03.31","X2021.04.01","X2021.04.02","X2021.04.03","X2021.04.04","X2021.04.05","X2021.04.06","X2021.04.07","X2021.04.08","X2021.04.09","X2021.04.10","X2021.04.11","X2021.04.12","X2021.04.13","X2021.04.14","X2021.04.15","X2021.04.16","X2021.04.17","X2021.04.18","X2021.04.19","X2021.04.20","X2021.04.21","X2021.04.22","X2021.04.23","X2021.04.24","X2021.04.25","X2021.04.26","X2021.04.27","X2021.04.28","X2021.04.29","X2021.04.30","X2021.05.01","X2021.05.02","X2021.05.03","X2021.05.04","X2021.05.05","X2021.05.06","X2021.05.07","X2021.05.08","X2021.05.09","X2021.05.10","X2021.05.11","X2021.05.12","X2021.05.13","X2021.05.14","X2021.05.15","X2021.05.16","X2021.05.17","X2021.05.18","X2021.05.19","X2021.05.20","X2021.05.21","X2021.05.22","X2021.05.23","X2021.05.24","X2021.05.25","X2021.05.26","X2021.05.27","X2021.05.28","X2021.05.29","X2021.05.30","X2021.05.31","X2021.06.01","X2021.06.02","X2021.06.03","X2021.06.04","X2021.06.05","X2021.06.06","X2021.06.07","X2021.06.08","X2021.06.09","X2021.06.10","X2021.06.11","X2021.06.12","X2021.06.13","X2021.06.14","X2021.06.15","X2021.06.16","X2021.06.17","X2021.06.18","X2021.06.19","X2021.06.20","X2021.06.21","X2021.06.22","X2021.06.23","X2021.06.24","X2021.06.25","X2021.06.26","X2021.06.27","X2021.06.28","X2021.06.29","X2021.06.30","X2021.07.01","X2021.07.02","X2021.07.03","X2021.07.04","X2021.07.05","X2021.07.06","X2021.07.07","X2021.07.08","X2021.07.09","X2021.07.10","X2021.07.11","X2021.07.12","X2021.07.13","X2021.07.14","X2021.07.15","X2021.07.16","X2021.07.17","X2021.07.18","X2021.07.19","X2021.07.20","X2021.07.21","X2021.07.22","X2021.07.23","X2021.07.24","X2021.07.25","X2021.07.26","X2021.07.27","X2021.07.28","X2021.07.29","X2021.07.30","X2021.07.31","X2021.08.01","X2021.08.02","X2021.08.03","X2021.08.04","X2021.08.05","X2021.08.06","X2021.08.07","X2021.08.08","X2021.08.09","X2021.08.10","X2021.08.11","X2021.08.12","X2021.08.13","X2021.08.14","X2021.08.15","X2021.08.16","X2021.08.17","X2021.08.18","X2021.08.19","X2021.08.20","X2021.08.21","X2021.08.22","X2021.08.23","X2021.08.24","X2021.08.25","X2021.08.26","X2021.08.27","X2021.08.28","X2021.08.29","X2021.08.30","X2021.08.31","X2021.09.01","X2021.09.02","X2021.09.03","X2021.09.04","X2021.09.05","X2021.09.06","X2021.09.07","X2021.09.08","X2021.09.09","X2021.09.10","X2021.09.11","X2021.09.12","X2021.09.13","X2021.09.14","X2021.09.15","X2021.09.16","X2021.09.17"
"769","city","Salt Lake City","driving","","Utah","United States",100,110.87,111.84,116.86,132.36,128.42,69.85,103.4,108.28,108.35,119.4,131.25,134.19,69.6,104.44,106.81,111.27,114.24,132.72,129.75,68.3,87.53,116.54,112.13,119.61,134.58,134.89,74.69,109.63,115.77,119.18,130.8,147.3,129.31,72.96,114.65,113.54,121.05,127.16,147.82,142.2,80.79,115.26,120.83,123.84,126.63,147.42,141.12,71.37,113.59,120.05,121.17,131.34,144.06,139.79,75.81,110.39,116.08,116.62,108.72,114.22,102.61,60.41,86.25,80.74,69.23,72.77,78.45,71.99,44.49,64.69,65,61.9,62.16,72.08,59.7,39.98,60,64.36,64.29,62.96,73.23,60.38,39.23,62.64,65.68,71.25,68.76,81.12,69.85,37.84,66.13,71.35,70.05,72.41,87.4,82.05,49.53,80,80.73,80.56,80.41,94.82,88.45,57.46,82.56,87.02,89.21,92.12,104.85,98.06,62.19,95.96,100.01,101.07,103.15,118.91,111.34,63.2,NA,NA,109.63,113,128.99,120.77,77.64,114.2,116.94,117.04,127.66,136.26,120.27,81.46,103.87,123.28,129.26,134.39,146.36,131.55,79.46,124.29,126.04,132.01,136.73,150.61,135.13,80.89,125.83,135.9,138.25,143.16,155.72,143.23,97.79,134.42,137,141.06,148.96,166.07,153.16,90.96,142.94,147.92,150.14,154.74,170.96,157.65,96.54,140.3,148.05,153.83,159.77,147.96,108.65,93.04,144.43,149.87,151.61,155.84,167.95,157.31,102.26,146.32,150.41,154.56,157.05,174.27,161.01,103.71,149.28,151.49,151.09,159.46,149.88,148.4,102.96,147.89,154.09,158.03,165.4,179.7,170.03,108.38,152.32,158.62,159.94,169.68,195.04,172.89,108.89,153.27,158.6,163,167.01,184.6,172.1,110.03,154.78,158.22,161.4,169.65,186.47,175.87,107.37,150.86,151.23,153.37,159.18,185.85,179.86,106.68,143.44,149.75,151.41,162.07,186.1,166.19,105.91,126,136.68,154.11,160.89,184.23,189.17,107.77,145.57,148.95,153.52,160.08,181.81,179.61,104.44,134.39,139.25,141.5,149.91,175.55,177.13,99.79,134.41,133.09,135.39,145.65,165.01,159.31,92.91,129.15,133.17,136.9,144.35,170.22,174.23,93.74,129.29,129.09,135.42,142.92,160.08,157.1,93.66,127.76,129.68,133.54,135.74,161.98,160.26,80.39,122.34,127.07,127.27,136.42,156.77,139.69,85.86,115.92,117.47,111.48,121.97,139.27,125.24,67.94,99.12,104.01,104.36,101.88,120.8,109.92,66.63,102.42,105.87,105.3,110.71,126.36,117.81,72.42,107.98,115,120,50.14,100.64,103.72,69.17,104.62,106.49,107.63,111.47,130.91,126.72,73.15,109.05,110.39,112.84,115.91,134.1,126.6,76.15,107.69,116.11,124.51,121.39,147.66,139.73,86.03,138.67,136.08,148.7,97.51,44.85,97.42,73.63,111.94,118.9,123.87,121.15,87.79,114.27,72.44,110.48,113.01,110.55,113.69,131.09,127.82,76.2,106.4,108.74,109.75,116.48,135.25,129.12,79.37,114.33,110.25,107.63,113.83,130.65,121.82,73.73,107.66,106.55,108.58,114,131.91,134.39,80.23,108,109.5,106.51,115.02,130.16,139.18,79.96,110.49,111.04,115.56,122.73,139.55,132.91,87.25,98.97,107.81,105.91,118.85,135.74,133.49,82.1,112.65,115.53,116.99,123.66,141.69,136.32,84.62,114.93,116.58,120.7,137.26,153.16,150.64,92.29,118.29,122.28,123.7,129.37,NA,148.07,93.11,126.98,131.28,137.32,143.61,165,154.03,95.28,132.26,131.92,138.35,139.54,160.71,162.78,99.61,127.45,131.08,137.61,139.5,158.98,140.21,84.26,130.49,127.28,137,144.5,168.7,168.55,97.87,134.11,132.42,130.59,136.74,162.1,173.6,96.47,129.87,137.26,138.7,150.48,178.62,176.74,97.34,125.3,135.39,144.24,153.26,183.71,183.81,102.29,139.95,145.01,151.45,162.97,186.65,187.25,94.43,138.2,144.2,148.7,156.49,177.03,175.68,101.76,143.02,151.72,150.48,164.05,182.36,184.18,102.43,147.72,156.66,165.06,172.57,189.25,160.61,108.18,125.34,162.47,167.23,181.26,198.31,183.92,115.17,159.87,167.53,170.56,177.19,190.36,182.09,113.88,164.13,169.71,181.12,185.03,203.29,189.94,111.22,165.06,168.38,173.78,181.06,215.07,188.96,120.22,167.06,167.96,173.35,177.01,186.37,157.46,105.86,134.04,169.54,173.71,179.8,190.62,177.36,115.95,166.72,167.87,172.13,176.96,195.34,197.54,121.35,165.67,173.51,176.3,183.39,189.54,163.01,113.2,165.45,165.04,169.85,173.85,187.91,179.83,113.57,161.95,169.2,172.28,182.75,196.11,186.53,116.26,162.35,169.9,172.3,187.95,206,195.73,118.51,164.36,169.89,167.27,175.05,199.5,186.72,116.9,177.56,174.1,174.75,175.32,199.15,189.36,111.36,158.39,160.14,165.31,175.37,198.25,164.38,106.93,125.65,162.23,165.28,173.32,199.72,192.53,111.51,152.89,158.58,169.77,175.15,204.19
"770","city","Salt Lake City","transit","","Utah","United States",100,105.63,103.8,103.43,112.68,96.31,62.27,89.63,100.25,97.67,103.01,99.64,95.32,59.81,96.31,94.4,96.86,101.78,108.63,88.99,60.94,99.3,97.63,108.29,104.81,99.5,87.88,58.59,96.77,97.36,102.4,100.32,106.9,86.44,59.13,94.8,95.61,98.82,99.43,112.68,97.26,61.1,98.82,101.99,112.3,107.94,111.64,98.12,58.14,104.47,102.22,101.45,109.85,112.48,95.07,62.97,97.38,90.14,87.37,79.48,73.98,62.91,44.42,59.43,51.47,43.19,38.81,38.67,32.42,26.63,33.72,36.07,33.57,31.24,31.4,26.67,21.59,30.43,30.63,30.85,29.29,28.96,24.57,25.27,31.08,30.74,30.54,27.06,30.52,27.91,20.91,30.51,28.53,26.94,26.18,28.91,26.18,21.81,32.32,31.19,30.61,29.2,31.71,27.39,25.74,35.49,32.53,35.15,34.11,35.46,34.45,28.35,36.75,39.69,39.4,37.09,40.64,38.86,26.17,NA,NA,39.13,44.3,43.79,41.98,35.26,45.75,41.93,40.98,45.28,42.9,37.52,31.38,39.8,48.83,46.38,45.36,44.92,44.12,31.6,47.13,46.56,51.81,51.76,50.23,41.55,31.35,45.1,49.75,53.91,54.11,56.01,47.24,40.55,55.72,53.28,51.97,51.87,55.76,49.37,36.66,63.24,56.15,57.75,53.93,54,52.83,36.3,55.15,55.04,52.04,54.3,49.82,39.17,35.51,57.48,56.8,53.69,53.3,54.81,47.92,38.32,52.91,56.89,53.62,53.1,56.29,49.48,38.24,60.11,56.47,52.19,58.72,49.84,46.45,38.34,56.01,59.65,58.07,57.66,57.57,50.2,42.93,60.69,60.44,60.38,58.52,62.95,49.98,40.96,60.42,59.29,60.85,59.65,58.95,58.34,46.29,67.29,67.72,68.17,64.47,70.18,63.63,58.45,87.98,77.1,74.03,70.43,77.49,67.74,47.61,68.81,69.96,67.92,68.19,74.01,64.37,47.7,57.05,62.59,69.12,68.74,68.04,65.55,44.58,68.6,67.41,69.84,72.9,73.94,73.01,58.2,69.06,68.06,65.26,65.69,70.21,66.75,44.23,61.48,63.59,60.37,61.64,65.69,60.74,46.72,61.82,63.45,64.71,63.72,64.01,61.66,43.01,56.28,59.9,61.19,61.23,61.03,60.74,42.34,58.25,56.9,59.86,55.63,60.62,57.64,37.86,53.3,54.21,54.7,55.52,61.78,54.32,39.63,55.42,52.82,52.96,55.7,59.09,48.48,33.72,45.1,46.18,47.51,43.22,50.2,48.3,32.41,48.28,47.2,46.25,48.21,50.97,45.41,33.61,47.94,47.96,46.61,20.16,38.36,37.82,35.67,48.96,48.01,48.03,47.79,48.83,41.43,29.3,46.65,43.72,46.68,45.75,50.38,46.83,34.61,43.97,47.83,46.72,48.89,52.49,44.84,34.34,50.61,49.75,45.8,31.31,19.33,38.04,34.38,47.94,47.87,47.42,45.53,29.84,45.89,34.7,58.46,54.9,50.34,55.7,54.56,49.12,38.4,53.41,53.53,50.79,53.93,60.08,51.45,41.75,58.18,58.48,56.21,59.72,56.83,50.56,39.65,62.28,51.22,48.55,52.49,53.03,53.37,43.27,56.46,60.53,52.58,52.78,53.73,53.71,41.71,62.07,52.46,57.34,55.52,59.47,54.7,40.76,52.4,57.57,61.03,61.87,58.68,54.11,40.15,59.54,58.45,55.42,58.57,60.6,54.77,37.57,55.25,53.34,55.6,66.46,63,60.11,48.62,62.84,60.85,59.63,63.2,NA,57.66,45.55,63.74,63.25,61.26,66.62,70.77,59.09,48.85,64.01,62.7,65.39,64.22,65.87,67.14,47.08,63.76,60.85,65.15,66.68,69.12,62.57,48.57,67.23,63.85,67.54,67.29,72.18,68.04,48.28,60.81,61.35,59.02,62.05,65.98,65.89,52.42,63.97,66,65.49,67,75.77,65.85,45.98,63.65,63.72,65.8,67.88,72.67,77.47,50.56,70.84,72.4,70.86,75.43,77.51,67.83,47.01,70.82,67.43,67.79,72.83,74.14,68.2,53.3,73.03,76.27,70.88,77.39,82.64,73.64,55.22,72.18,84.4,76.27,88.59,83.48,75.3,57.93,70.44,85.46,82.42,92.13,94.33,84.25,74.35,91.05,91.98,87.63,91.5,88.27,79.99,63.43,93.13,86.01,88,85.1,88.49,80.31,57.34,88.68,87.25,90.08,84.43,89.81,81.55,62.75,84.7,85.03,81.96,86.8,85.38,79.99,57.12,72.44,88.52,87.12,86.98,91.66,80.33,66.09,93.1,97.45,86.53,92.9,95.46,119.1,66.62,85.99,86.01,89.89,95.1,95.61,81.37,67.22,87.55,88.07,84.29,90.44,91.16,83.36,64.58,88.09,90.82,95.79,96.5,98.3,91.95,75.43,95.48,93.81,95.62,101.61,109.58,87.63,74.43,105.63,106.92,96.79,110.35,123.13,111.93,101.24,160.4,156.37,145.52,145.46,134.27,114.24,85.62,134.18,123.67,129.36,139.2,127.46,103.28,73.73,89.99,124.96,128.96,123.62,123.17,106.06,77.51,118.27,112.8,115.14,125.32,128.93
"771","city","Salt Lake City","walking","","Utah","United States",100,109.15,119.97,132.89,153.27,160.24,80.34,107.38,109.39,108.85,123.67,147.96,168.55,80.93,112.29,114.39,114.73,129.92,157.36,159.53,78.21,77.39,108.4,108.88,108.87,146.33,159.69,86.02,111.72,117.95,126.26,136.86,176.83,170.01,81.55,115.81,111.92,122.01,130.59,172.02,180.02,101.76,119.41,128.72,142.32,141.36,177.51,178.05,78.95,122.52,135.57,150.12,156.88,175.65,175.89,87.51,115.92,123.93,115.78,117.14,119.6,116.19,68.6,93.9,92.6,66.95,73.44,78.41,78.12,52.5,69.55,68.05,61.33,60.04,75.82,62.04,45.35,67.92,70.91,68.79,66.78,80.46,68.47,46.16,70.1,79.29,80.1,71.32,87.9,81.99,45.5,67.44,74.54,70.23,70.43,88.35,87.05,52.14,87.09,87.32,86.52,79.22,99.52,96.09,62.66,88.68,88.92,95.61,97.78,107.72,109.35,68.55,104.82,112.55,104.72,110.74,128.7,126.7,68.57,NA,NA,124.53,125.59,145.42,141.4,86.48,132.6,133.79,130.22,146.29,151.49,142.07,92.4,118.03,146.38,150.2,163.17,171.12,159.35,86.71,146.98,144.39,156.77,165.4,169.21,155.53,91.01,135.95,155.56,156.42,159.45,180.94,168.72,111.69,152.38,152.32,158,164.26,202.65,181.53,96.07,161.56,169.76,170.78,172.57,196.77,182.53,104.59,160.43,166.92,176.9,170.9,167.74,125.98,103.45,166.08,169.18,173.65,179.68,194.16,183.85,111.71,171.87,180.63,180.51,176.44,198.87,181.91,111.84,172.49,173.93,172.73,180.84,173.92,174.68,109.46,174.28,179.16,185.25,187.94,200.65,193.37,119.86,171.05,170.52,175.25,186.82,213.34,198.63,118.98,174.12,182.63,185.85,192.82,217.54,209.02,130.55,179.12,192.43,195.42,199.41,231.44,219.87,129.73,192.45,182.17,184.29,188.87,222.5,221.55,118.43,164.03,181.7,184.51,183.7,215.57,210.07,123.24,143.48,148.83,174.56,182.76,223.78,234.44,126.37,171.58,174.53,180.31,189.02,219.72,234.79,123.36,158.27,167.59,170.6,179.04,221.43,232.44,126.08,161.86,160.12,162.79,170.81,205.86,208.65,114.83,155.05,158.82,163.3,171.47,212.01,223.8,117.75,152.98,156.54,162.05,168.34,203.49,212,112.55,151.77,159.15,165.44,164.81,198.39,198.88,95.31,140.42,145.87,153.53,167.62,200.09,204.6,104.04,144.42,146,140.35,150.34,179.82,166.69,83.82,116.66,125.01,123.84,124.76,156.62,144.41,84.41,124.88,132.63,131.97,135.79,162.88,149.64,87.41,124.53,135.83,146.79,58,131.85,133.34,82.94,131.86,136.02,143.34,145.09,172.96,167.99,93.48,142.12,145.83,144.72,151.99,179.72,174.39,97.16,134.56,154.22,157.62,156.78,193.58,190.35,114.91,185.5,173.27,187.06,137.31,55.61,121.88,85.31,132.48,146.81,154.49,157.77,116.36,145.13,86.6,131.99,133.67,132.89,133.4,166.62,164.31,94.16,127.85,128.29,130.36,139.05,167.07,165.95,99.47,130.11,135.51,132.27,137.02,158.85,149.51,85.73,123.23,126.8,128.73,134.81,162.95,171.34,100.54,125.72,133,127.73,137.39,153.54,179.27,104.39,128.13,133.69,143.34,144.51,181.9,175.64,124.74,119,123.09,119.02,135.33,163.67,172.58,102.07,131.71,136.26,139.51,146.41,173.96,172.46,102.94,134.22,136.68,152.69,157.39,202.21,200.89,119.76,141.51,145.62,150.5,155.25,NA,192.52,121.57,154.62,158.49,171.3,174.63,217.97,201.97,121.13,151.22,157.88,170.17,163.8,212.17,227.52,134.77,151.93,155.94,163.72,178.31,209.63,201.84,110.27,159.17,151.24,171.14,182.07,220.49,233.8,121.98,159.65,156.43,152.51,162.01,207.2,234.53,127.86,153.1,164.03,160.75,182.05,226.42,234.28,117.35,139.3,159.3,171.51,191.74,242.97,261.18,135.16,169.68,180.57,189.3,205.58,246.4,255.87,119.66,165.91,177.06,188.34,197.7,238.98,250.46,135.57,175.43,189.52,191.1,204.94,233.16,258.84,138.73,185.32,199.81,207.94,217.94,247.88,235.35,151.01,162.37,207.93,220.01,247.13,285.77,281.09,184.29,206.5,217.26,212.25,225.8,255.05,253.13,149.11,206.2,214.6,227.51,235.69,273.54,258.15,136.96,203.92,210.8,211.93,230.33,275.7,275.41,155.25,207.11,206.66,213.66,214.2,237.45,230.3,150.07,170.63,212.37,217.17,222.3,242.52,245.7,147.7,204.62,205.44,218.55,219.57,258.6,325.93,152.83,200.94,212.97,216.28,228.58,266.68,239.48,146.44,196.54,208.36,209.83,223.94,249.57,246.44,143.25,200.69,208.99,215.98,249.93,278.89,283.58,161.19,203.64,208.38,214.57,243.31,273.43,273.02,158.52,209.74,212.71,201.87,234.02,302.65,272.78,176.27,281.05,270.5,251.79,259.88,290.28,284.69,155.89,218.7,214.85,216.1,261.3,253.27,238.37,144.48,160.78,209.28,228.25,243.91,279.53,284.3,150.64,202.87,202.76,211.84,240.31,299.29
