geo_type,region,transportation_type,alternative_name,sub-region,country,date,rel_mobility
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-16,202.74
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-17,174.58
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-18,131.79
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-19,161.53
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-20,171.21
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-21,176.84
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-22,180.22
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-23,197.25
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-24,168.78
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-25,129.89
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-26,159.17
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-27,163
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-28,165.8
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-29,173.58
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-30,188.37
city,Grand Rapids,driving,NA,Michigan,United States,2021-07-31,163.44
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-01,127.7
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-02,157.98
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-03,162.72
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-04,172.92
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-05,171.04
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-06,193.45
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-07,163.79
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-08,125.22
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-09,160.39
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-10,170.41
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-11,171.26
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-12,184.24
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-13,198.91
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-14,169.18
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-15,131.97
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-16,170.52
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-17,170.25
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-18,176.85
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-19,186.37
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-20,201.38
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-21,178.84
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-22,143.7
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-23,174.14
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-24,179.33
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-25,183.89
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-26,193.11
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-27,223.24
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-28,195.91
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-29,139.85
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-30,176.99
city,Grand Rapids,driving,NA,Michigan,United States,2021-08-31,174.57
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-01,178
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-02,188.46
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-03,198.14
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-04,151.01
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-05,123.55
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-06,116.08
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-07,164.76
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-08,181.28
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-09,184.22
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-10,203.23
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-11,183.48
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-12,126.47
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-13,162.42
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-14,171.62
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-15,176.96
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-16,184.61
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-17,214.03
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-18,191
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-19,135.2
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-20,160.33
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-21,162.51
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-22,168.51
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-23,167.09
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-24,212.01
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-25,192.06
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-26,129.04
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-27,162.28
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-28,169.82
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-29,169.13
city,Grand Rapids,driving,NA,Michigan,United States,2021-09-30,182.81
city,Grand Rapids,driving,NA,Michigan,United States,2021-10-01,207.32
city,Grand Rapids,driving,NA,Michigan,United States,2021-10-02,186.9
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-13,100
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-14,88.36
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-15,88.25
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-16,94.26
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-17,93.22
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-18,80.93
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-19,49.34
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-20,84.48
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-21,92.08
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-22,80.66
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-23,87.38
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-24,88.03
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-25,79.02
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-26,59.51
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-27,84.59
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-28,79.78
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-29,82.79
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-30,79.13
city,Grand Rapids,transit,NA,Michigan,United States,2020-01-31,90.44
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-01,82.79
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-02,66.12
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-03,82.57
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-04,90.27
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-05,77.21
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-06,78.96
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-07,86.34
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-08,79.23
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-09,60.05
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-10,92.68
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-11,90.38
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-12,87.43
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-13,89.4
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-14,88.47
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-15,87.7
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-16,62.35
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-17,89.73
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-18,92.24
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-19,82.19
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-20,87.92
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-21,99.73
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-22,83.01
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-23,65.52
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-24,92.68
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-25,83.72
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-26,88.85
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-27,88.03
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-28,94.59
city,Grand Rapids,transit,NA,Michigan,United States,2020-02-29,82.57
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-01,55.74
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-02,81.2
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-03,81.58
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-04,89.62
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-05,84.7
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-06,86.56
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-07,90.27
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-08,64.21
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-09,81.86
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-10,88.31
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-11,82.08
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-12,72.35
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-13,73.33
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-14,63.72
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-15,41.58
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-16,53.61
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-17,52.51
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-18,41.69
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-19,42.62
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-20,39.62
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-21,33.93
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-22,29.02
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-23,34.92
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-24,31.2
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-25,28.74
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-26,29.13
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-27,25.74
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-28,21.91
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-29,15.57
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-30,22.95
city,Grand Rapids,transit,NA,Michigan,United States,2020-03-31,23.5
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-01,24.54
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-02,25.9
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-03,28.58
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-04,21.04
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-05,24.81
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-06,24.59
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-07,25.41
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-08,23.83
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-09,21.48
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-10,22.4
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-11,22.13
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-12,19.78
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-13,22.4
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-14,22.84
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-15,18.8
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-16,23.22
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-17,22.35
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-18,26.01
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-19,23.99
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-20,25.79
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-21,26.83
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-22,26.01
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-23,26.28
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-24,23.28
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-25,23.06
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-26,25.19
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-27,23.22
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-28,31.2
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-29,27.16
city,Grand Rapids,transit,NA,Michigan,United States,2020-04-30,23.61
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-01,28.47
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-02,31.15
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-03,29.51
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-04,31.64
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-05,29.45
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-06,30.44
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-07,34.43
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-08,33.5
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-09,29.89
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-10,21.75
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-13,33.44
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-14,35.3
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-15,35.25
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-16,33.5
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-17,25.46
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-18,31.2
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-19,37.05
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-20,35.25
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-21,38.91
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-22,38.74
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-23,34.1
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-24,29.45
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-25,32.79
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-26,40.66
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-27,43.22
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-28,40.16
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-29,39.4
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-30,41.97
city,Grand Rapids,transit,NA,Michigan,United States,2020-05-31,32.19
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-01,49.34
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-02,44.26
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-03,43.88
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-04,46.23
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-05,48.42
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-06,40.55
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-07,38.58
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-08,53.28
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-09,48.47
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-10,46.89
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-11,48.42
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-12,50
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-13,49.23
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-14,44.59
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-15,50.71
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-16,52.3
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-17,52.51
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-18,56.28
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-19,61.2
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-20,53.01
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-21,38.47
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-22,54.81
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-23,48.74
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-24,57.81
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-25,53.61
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-26,53.44
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-27,53.61
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-28,50.87
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-29,51.58
city,Grand Rapids,transit,NA,Michigan,United States,2020-06-30,53.66
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-01,52.13
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-02,50.71
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-03,52.46
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-04,37.92
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-05,40.82
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-06,51.75
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-07,50.27
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-08,59.89
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-09,55.68
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-10,52.35
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-11,54.92
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-12,43.77
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-13,53.99
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-14,58.03
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-15,50.87
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-16,53.93
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-17,62.9
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-18,54.81
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-19,41.53
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-20,81.86
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-21,58.09
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-22,61.75
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-23,58.42
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-24,64.48
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-25,56.17
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-26,46.83
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-27,55.36
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-28,57.1
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-29,54.92
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-30,55.03
city,Grand Rapids,transit,NA,Michigan,United States,2020-07-31,55.08
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-01,53.22
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-02,38.2
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-03,53.33
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-04,56.5
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-05,49.02
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-06,52.95
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-07,56.28
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-08,52.02
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-09,45.46
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-10,48.52
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-11,49.95
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-12,58.52
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-13,53.55
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-14,59.18
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-15,48.58
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-16,44.43
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-17,51.75
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-18,53.01
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-19,56.39
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-20,54.59
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-21,56.61
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-22,52.73
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-23,46.12
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-24,58.09
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-25,56.28
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-26,60.11
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-27,63.33
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-28,63.33
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-29,53.06
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-30,53.01
city,Grand Rapids,transit,NA,Michigan,United States,2020-08-31,72.79
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-01,65.96
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-02,63.44
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-03,61.48
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-04,56.56
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-05,47.7
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-06,40.11
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-07,40
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-08,51.75
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-09,56.12
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-10,60.11
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-11,62.62
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-12,49.18
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-13,45.74
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-14,60.55
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-15,59.34
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-16,57.6
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-17,68.36
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-18,62.51
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-19,62.35
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-20,55.25
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-21,65.96
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-22,62.9
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-23,63.88
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-24,66.5
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-25,67.05
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-26,57.32
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-27,44.92
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-28,57.54
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-29,60.11
city,Grand Rapids,transit,NA,Michigan,United States,2020-09-30,55.52
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-01,54.59
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-02,58.96
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-03,54.15
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-04,42.19
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-05,49.51
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-06,55.74
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-07,51.69
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-08,62.13
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-09,60
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-10,56.94
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-11,43.77
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-12,50.66
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-13,55.96
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-14,55.68
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-15,53.72
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-16,49.4
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-17,51.42
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-18,36.56
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-19,52.24
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-20,48.63
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-21,48.47
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-22,48.74
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-23,53.72
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-24,52.84
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-25,36.67
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-26,50.66
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-27,46.61
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-28,49.02
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-29,49.4
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-30,48.63
city,Grand Rapids,transit,NA,Michigan,United States,2020-10-31,54.26
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-01,35.74
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-02,68.09
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-03,52.79
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-04,48.03
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-05,47.16
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-06,53.99
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-07,47.38
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-08,38.42
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-09,44.26
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-10,44.97
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-11,46.23
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-12,39.95
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-13,44.15
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-14,40.16
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-15,27.81
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-16,38.63
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-17,41.48
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-18,36.94
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-19,37.76
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-20,40.33
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-21,32.4
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-22,25.46
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-23,40.44
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-24,33.01
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-25,33.33
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-26,19.4
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-27,29.07
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-28,35.25
city,Grand Rapids,transit,NA,Michigan,United States,2020-11-29,27.87
